,name,type,coords,freq
830,SUPIT,FIX,N57.19.56.52 W007.05.05.94,000.000
831,SURAT,FIX,N55.54.55.53 E003.30.00.00,000.000
832,SUSIS,FIX,N55.36.17.06 W000.21.02.35,000.000
833,SWANY,FIX,N51.33.33.67 W004.07.48.28,000.000
834,TABEN,FIX,N51.21.49.05 W001.10.22.46,000.000
835,TABIS,FIX,N52.00.31.75 E000.26.43.90,000.000
836,TADAL,FIX,N53.35.13.83 W003.01.35.22,000.000
837,TADEX,FIX,N54.51.23.50 W008.14.01.49,000.000
838,TAKAS,FIX,N49.00.00.00 W008.00.00.00,000.000
839,TALGA,FIX,N51.57.29.90 W003.14.44.35,000.000
840,TALIG,FIX,N49.30.59.49 W005.48.04.31,000.000
841,TAMEL,FIX,N48.43.42.52 W010.29.49.80,000.000
842,TANET,FIX,N51.26.58.00 E000.55.31.99,000.000
843,TARTN,FIX,N55.43.01.89 W003.08.18.73,000.000
844,TEBRA,FIX,N51.29.20.30 E001.36.43.00,000.000
845,TEDSA,FIX,N52.03.03.10 E001.07.39.03,000.000
846,TELBA,FIX,N52.39.52.00 W002.19.06.97,000.000
847,TELTU,FIX,N50.48.39.92 W000.45.17.69,000.000
848,TENDO,FIX,N54.01.44.00 E000.14.46.72,000.000
849,TENSO,FIX,N53.36.01.89 W002.12.27.00,000.000
850,TERKO,FIX,N51.37.32.46 E000.44.48.08,000.000
851,TESDO,FIX,N50.07.25.75 W007.07.00.16,000.000
852,TEVMO,FIX,N51.10.24.94 E001.24.59.14,000.000
853,TEVSI,FIX,N51.21.00.75 W001.03.01.26,000.000
854,THRED,FIX,N50.29.55.11 W001.39.50.03,000.000
855,TIBGA,FIX,N52.23.26.45 W005.27.05.01,000.000
856,TIGER,FIX,N51.04.01.82 E000.26.21.54,000.000
857,TIGGY,FIX,N50.37.00.54 W000.51.30.10,000.000
858,TILNI,FIX,N54.32.51.41 W001.51.17.89,000.000
859,TIMBA,FIX,N50.56.43.99 E000.15.42.25,000.000
860,TIMIS,FIX,N53.57.00.98 W004.35.56.41,000.000
861,TIMPO,FIX,N52.33.31.58 W001.09.49.71,000.000
862,TIMUP,FIX,N55.25.27.79 E002.48.29.63,000.000
863,TINAC,FIX,N56.15.02.96 E005.00.00.00,000.000
864,TINAN,FIX,N50.39.59.79 W003.26.53.53,000.000
865,TINDI,FIX,N54.02.14.26 E003.15.29.49,000.000
866,TIPAN,FIX,N54.35.54.13 E004.23.56.20,000.000
867,TIPIL,FIX,N53.10.00.00 W001.44.23.13,000.000
868,TIPOD,FIX,N53.26.08.20 W003.17.05.06,000.000
869,TIPTA,FIX,N54.48.12.54 W001.36.41.03,000.000
870,TIVER,FIX,N50.48.32.58 W003.25.25.65,000.000
871,TIXEX,FIX,N52.07.48.00 W001.00.43.20,000.000
872,TOBID,FIX,N52.12.59.55 W001.27.59.21,000.000
873,TOBIX,FIX,N51.36.17.39 E001.16.51.40,000.000
874,TOBMO,FIX,N56.45.38.16 W006.28.10.51,000.000
875,TOFED,FIX,N51.17.36.03 W002.15.49.23,000.000
876,TOLSA,FIX,N53.07.36.89 E003.06.29.38,000.000
877,TOPPA,FIX,N53.24.08.99 E003.33.41.01,000.000
878,TOPRO,FIX,N51.54.42.12 W003.14.56.93,000.000
879,TORGO,FIX,N53.07.56.88 W003.15.58.78,000.000
880,TOSVA,FIX,N51.40.37.40 E002.04.26.34,000.000
881,TOTRI,FIX,N51.46.29.57 E000.11.47.72,000.000
882,TOVGU,FIX,N51.44.03.18 E000.45.37.55,000.000
883,TOXTA,FIX,N55.15.05.77 W004.27.04.69,000.000
884,TRIPO,FIX,N51.42.46.54 E001.04.57.56,000.000
885,TUBSU,FIX,N52.04.06.00 W001.40.28.00,000.000
886,TUFOZ,FIX,N51.01.01.01 W000.30.24.31,000.000
887,TUGPO,FIX,N51.37.09.84 E000.54.51.93,000.000
888,TULTA,FIX,N48.34.36.57 W008.00.00.00,000.000
889,TUMTI,FIX,N53.04.39.54 W001.36.15.16,000.000
890,TUNBY,FIX,N51.10.08.00 E000.19.29.00,000.000
891,TUNSO,FIX,N55.06.40.24 W004.57.40.78,000.000
892,TUPEM,FIX,N53.50.16.57 W003.28.54.85,000.000
893,TURLU,FIX,N50.04.35.00 W008.00.00.00,000.000
894,TUXOS,FIX,N55.58.24.08 W007.31.35.39,000.000
895,TUZLA,FIX,N52.20.40.55 E001.00.11.74,000.000
896,UGBET,FIX,N51.37.01.15 W000.07.05.18,000.000
897,UGBUD,FIX,N51.47.14.00 W003.39.10.00,000.000
898,UGNUS,FIX,N51.42.32.00 W002.08.23.00,000.000
899,ULLAP,FIX,N57.54.00.00 W005.10.09.20,000.000
900,ULSAX,FIX,N53.35.54.00 W001.57.00.00,000.000
901,ULTIB,FIX,N51.39.35.57 W000.16.43.51,000.000
902,UMBAG,FIX,N52.20.52.37 E000.46.57.48,000.000
903,UMBUR,FIX,N51.27.33.00 E000.07.08.17,000.000
904,UMKIL,FIX,N53.11.05.53 W002.37.23.06,000.000
905,UMLAT,FIX,N51.40.19.70 W000.41.39.32,000.000
906,UMLUX,FIX,N52.22.37.21 W002.00.19.14,000.000
907,UMOLO,FIX,N52.08.03.00 W003.13.57.00,000.000
908,UMTUM,FIX,N51.12.27.30 E001.01.02.78,000.000
909,UNBIG,FIX,N51.44.26.66 W003.35.02.24,000.000
910,UNDUG,FIX,N50.47.23.71 E000.25.30.03,000.000
911,UNDUX,FIX,N53.38.30.25 W004.18.38.76,000.000
912,UNGAP,FIX,N52.21.29.49 W001.23.38.97,000.000
913,UNIGO,FIX,N53.33.40.00 W001.33.39.00,000.000
914,UNPUP,FIX,N50.32.23.64 W004.34.30.07,000.000
915,UNSAD,FIX,N51.33.40.24 E000.57.45.91,000.000
916,UNTAL,FIX,N54.54.35.20 W001.44.23.27,000.000
917,UNURO,FIX,N55.21.11.00 W003.21.02.00,000.000
918,UPDUK,FIX,N52.34.26.66 W000.56.30.11,000.000
919,UPGAS,FIX,N55.14.40.77 E005.00.00.00,000.000
920,UPGET,FIX,N56.39.35.00 W002.00.50.00,000.000
921,UPNAL,FIX,N55.25.16.67 E002.24.51.00,000.000
922,UPTON,FIX,N53.35.13.00 W001.18.02.58,000.000
923,USEKA,FIX,N53.42.02.24 W000.26.45.13,000.000
924,UTAVA,FIX,N51.58.46.91 W000.04.18.79,000.000
925,UTOGU,FIX,N55.07.40.00 W003.04.43.00,000.000
926,UTUXA,FIX,N53.00.30.45 W002.13.12.52,000.000
927,UVAVU,FIX,N54.25.00.07 W001.53.45.95,000.000
928,UVPOK,FIX,N53.59.39.61 W004.12.35.26,000.000
929,VABIK,FIX,N51.14.47.30 E002.00.00.00,000.000
930,VABKA,FIX,N53.18.08.31 W002.44.10.02,000.000
931,VADNO,FIX,N57.27.11.05 W003.37.37.70,000.000
932,VAKPO,FIX,N54.11.25.09 W005.22.39.23,000.000
933,VALBO,FIX,N55.07.43.00 E005.00.00.00,000.000
934,VAMEB,FIX,N54.00.10.00 W002.48.32.00,000.000
935,VAPID,FIX,N51.15.13.97 W001.02.42.40,000.000
936,VAPPI,FIX,N55.31.38.92 W003.45.42.62,000.000
937,VASUX,FIX,N50.30.09.23 W001.15.16.99,000.000
938,VATON,FIX,N51.26.03.83 W000.20.56.10,000.000
939,VATRY,FIX,N52.33.16.00 W005.30.00.00,000.000
940,VAXIT,FIX,N56.32.15.00 E005.00.00.00,000.000
941,VEGAR,FIX,N53.02.33.76 W001.58.23.43,000.000
942,VEGUS,FIX,N53.24.00.54 W000.21.10.76,000.000
943,VELAG,FIX,N52.24.35.82 W001.00.49.56,000.000
944,VENAS,FIX,N54.18.19.85 E003.39.08.23,000.000
945,VENER,FIX,N54.30.00.00 W015.00.00.00,000.000
946,VEREX,FIX,N55.27.03.29 W002.13.45.10,000.000
947,VEXEN,FIX,N50.08.21.98 W001.49.34.38,000.000
948,VEXUB,FIX,N51.14.09.00 W000.36.45.76,000.000
949,VIDOK,FIX,N52.24.39.05 W002.02.31.12,000.000
950,VOLFI,FIX,N53.20.35.13 W003.21.50.51,000.000
951,VOUGA,FIX,N51.03.32.85 W000.57.50.20,000.000
952,WAFFU,FIX,N50.34.56.89 E000.20.59.29,000.000
953,WAFIL,FIX,N59.52.43.00 W001.17.11.00,000.000
954,WEALD,FIX,N51.19.51.15 E000.02.05.32,000.000
955,WELIN,FIX,N52.14.50.25 W000.51.08.41,000.000
956,WESUL,FIX,N51.40.15.29 E000.29.09.27,000.000
957,WILLO,FIX,N50.59.05.88 W000.11.30.30,000.000
958,WIZAD,FIX,N51.07.00.00 E000.57.11.09,000.000
959,WOBUN,FIX,N52.01.10.27 W000.44.00.00,000.000
960,WOTAN,FIX,N51.37.26.31 W002.20.06.00,000.000
961,XAMAB,FIX,N50.12.16.25 E000.15.52.83,000.000
962,XAMAN,FIX,N51.47.04.77 E002.13.26.94,000.000
963,XAPOS,FIX,N53.17.28.59 W001.37.51.25,000.000
964,XIDIL,FIX,N50.21.06.15 E000.38.29.37,000.000
965,YOHDA,FIX,N52.12.03.00 W001.27.36.28,000.000
966,ZEDDO,FIX,N51.31.42.44 W004.33.34.51,000.000
967,ZOFAT,FIX,N55.35.36.23 W004.02.08.03,000.000
968,ZOPHI,FIX,N51.01.26.60 W000.00.55.43,000.000
