,name,callsign,frequency,boundary,upper_fl,lower_fl,class
159,LEEDS BRADFORD CTA 3,LEEDS BRADFORD,134.580,N54.02.36.00 W001.49.00.00/N53.59.55.00 W001.40.27.00/N053.59.55.0 W001.40.27.0/N053.59.54.42 W001.40.41.15/N053.59.53.7 W001.40.55.28/N053.59.52.83 W001.41.9.39/N053.59.51.81 W001.41.23.47/N053.59.50.65 W001.41.37.52/N053.59.49.35 W001.41.51.53/N053.59.47.9 W001.42.5.5/N053.59.46.3 W001.42.19.43/N053.59.44.57 W001.42.33.3/N053.59.42.69 W001.42.47.12/N053.59.40.66 W001.43.0.88/N053.59.38.5 W001.43.14.58/N053.59.36.2 W001.43.28.22/N053.59.33.75 W001.43.41.78/N053.59.31.17 W001.43.55.27/N053.59.28.44 W001.44.8.68/N053.59.25.58 W001.44.22.0/N053.59.22.58 W001.44.35.24/N053.59.19.45 W001.44.48.39/N053.59.16.18 W001.45.1.44/N053.59.12.78 W001.45.14.4/N053.59.9.24 W001.45.27.24/N053.59.5.57 W001.45.39.99/N053.59.1.77 W001.45.52.62/N053.58.57.84 W001.46.5.13/N053.58.53.79 W001.46.17.53/N053.58.49.6 W001.46.29.8/N053.58.45.29 W001.46.41.95/N053.58.40.86 W001.46.53.97/N053.58.36.3 W001.47.5.85/N053.58.31.62 W001.47.17.6/N053.58.26.82 W001.47.29.2/N053.58.21.9 W001.47.40.66/N053.58.16.86 W001.47.51.97/N053.58.11.7 W001.48.3.13/N053.58.6.44 W001.48.14.14/N053.58.1.06 W001.48.24.99/N053.57.55.56 W001.48.35.67/N053.57.49.96 W001.48.46.19/N053.57.44.25 W001.48.56.54/N053.57.38.44 W001.49.6.73/N053.57.32.52 W001.49.16.73/N053.57.26.5 W001.49.26.56/N053.57.20.38 W001.49.36.21/N053.57.14.16 W001.49.45.67/N053.57.7.84 W001.49.54.95/N053.57.1.43 W001.50.4.04/N053.56.54.93 W001.50.12.94/N053.56.48.33 W001.50.21.64/N053.56.41.65 W001.50.30.15/N053.56.34.88 W001.50.38.46/N053.56.28.02 W001.50.46.56/N053.56.21.09 W001.50.54.46/N053.56.14.07 W001.51.2.15/N053.56.6.97 W001.51.9.64/N053.55.59.8 W001.51.16.91/N053.55.52.55 W001.51.23.96/N053.55.45.23 W001.51.30.8/N053.55.37.85 W001.51.37.43/N053.55.30.39 W001.51.43.83/N053.55.22.87 W001.51.50.01/N053.55.15.29 W001.51.55.97/N053.55.7.65 W001.52.1.7/N053.54.59.95 W001.52.7.2/N053.54.52.19 W001.52.12.48/N053.54.44.38 W001.52.17.52/N053.54.36.52 W001.52.22.33/N053.54.28.61 W001.52.26.91/N053.54.20.66 W001.52.31.26/N053.54.12.66 W001.52.35.36/N053.54.4.62 W001.52.39.23/N053.53.56.54 W001.52.42.86/N053.53.48.43 W001.52.46.26/N053.53.40.28 W001.52.49.41/N053.53.32.1 W001.52.52.32/N053.53.23.89 W001.52.54.98/N053.53.15.66 W001.52.57.41/N053.53.7.4 W001.52.59.59/N053.52.59.12 W001.53.1.52/N053.52.50.82 W001.53.3.21/N053.52.42.51 W001.53.4.66/N053.52.34.18 W001.53.5.86/N053.52.25.84 W001.53.6.81/N053.52.17.5 W001.53.7.52/N053.52.9.14 W001.53.7.98/N053.52.0.78 W001.53.8.19/N053.51.52.43 W001.53.8.16/N053.51.44.07 W001.53.7.87/N053.51.35.72 W001.53.7.35/N053.51.27.37 W001.53.6.57/N053.51.19.04 W001.53.5.55/N053.51.10.71 W001.53.4.29/N053.51.2.4 W001.53.2.78/N053.50.54.11 W001.53.1.02/N053.50.45.84 W001.52.59.02/N053.50.37.58 W001.52.56.78/N053.50.29.36 W001.52.54.29/N053.50.21.16 W001.52.51.56/N053.50.12.98 W001.52.48.59/N053.50.4.85 W001.52.45.38/N053.49.56.74 W001.52.41.93/N053.49.48.67 W001.52.38.24/N053.49.40.64 W001.52.34.31/N053.49.32.66 W001.52.30.15/N053.49.24.71 W001.52.25.76/N053.49.16.82 W001.52.21.13/N053.49.8.97 W001.52.16.27/N053.49.1.17 W001.52.11.18/N053.48.53.43 W001.52.5.86/N053.48.45.74 W001.52.0.31/N053.48.38.12 W001.51.54.54/N053.48.30.55 W001.51.48.55/N053.48.23.04 W001.51.42.33/N053.48.15.6 W001.51.35.89/N053.48.8.23 W001.51.29.24/N053.48.0.93 W001.51.22.37/N053.47.53.7 W001.51.15.29/N053.47.46.54 W001.51.7.99/N053.47.39.47 W001.51.0.49/N053.47.32.46 W001.50.52.78/N053.47.25.54 W001.50.44.86/N053.47.18.71 W001.50.36.75/N053.47.11.95 W001.50.28.43/N053.47.5.29 W001.50.19.91/N053.46.58.71 W001.50.11.21/N053.46.52.22 W001.50.2.31/N053.46.45.83 W001.49.53.22/N053.46.39.53 W001.49.43.94/N053.46.33.33 W001.49.34.48/N053.46.27.22 W001.49.24.85/N053.46.21.22 W001.49.15.03/N053.46.15.32 W001.49.5.04/N053.46.9.52 W001.48.54.87/N053.46.3.83 W001.48.44.54/N053.45.58.25 W001.48.34.05/N053.45.52.77 W001.48.23.39/N053.45.47.41 W001.48.12.57/N053.45.42.16 W001.48.1.6/N053.45.37.02 W001.47.50.47/N053.45.32.0 W001.47.39.2/N053.45.27.09 W001.47.27.78/N053.45.22.3 W001.47.16.22/N053.45.17.64 W001.47.4.52/N053.45.13.09 W001.46.52.68/N053.45.8.67 W001.46.40.71/N053.45.4.37 W001.46.28.62/N053.45.0.2 W001.46.16.4/N053.44.56.15 W001.46.4.06/N053.44.52.23 W001.45.51.61/N053.44.48.44 W001.45.39.04/N053.44.44.78 W001.45.26.36/N053.44.41.26 W001.45.13.58/N053.44.37.86 W001.45.0.7/N053.44.34.6 W001.44.47.72/N053.44.31.47 W001.44.34.64/N053.44.28.48 W001.44.21.48/N053.44.25.62 W001.44.8.23/N053.44.22.9 W001.43.54.9/N053.44.20.32 W001.43.41.49/N053.44.17.88 W001.43.28.0/N053.44.15.58 W001.43.14.45/N053.44.13.41 W001.43.0.83/N053.44.11.39 W001.42.47.16/N053.44.9.51 W001.42.33.42/N053.44.7.77 W001.42.19.63/N053.44.6.18 W001.42.5.8/N053.44.4.72 W001.41.51.91/N053.44.3.41 W001.41.37.99/N053.44.2.25 W001.41.24.03/N053.44.1.23 W001.41.10.04/N053.44.0.35 W001.40.56.02/N053.43.59.62 W001.40.41.98/N053.43.59.03 W001.40.27.92/N053.43.58.59 W001.40.13.84/N053.43.58.29 W001.39.59.76/N053.43.58.14 W001.39.45.66/N053.43.58.13 W001.39.31.57/N053.43.58.27 W001.39.17.47/N053.43.58.55 W001.39.3.39/N053.43.58.98 W001.38.49.31/N53.43.59.00 W001.38.47.00/N53.40.32.00 W001.33.31.00/N053.40.32.0 W001.33.31.0/N053.40.35.89 W001.33.10.92/N053.40.39.99 W001.32.50.95/N053.40.44.29 W001.32.31.1/N053.40.48.79 W001.32.11.39/N053.40.53.5 W001.31.51.8/N053.40.58.41 W001.31.32.36/N053.41.3.52 W001.31.13.06/N053.41.8.83 W001.30.53.92/N053.41.14.33 W001.30.34.93/N053.41.20.03 W001.30.16.11/N053.41.25.93 W001.29.57.45/N053.41.32.01 W001.29.38.97/N053.41.38.29 W001.29.20.67/N053.41.44.75 W001.29.2.56/N053.41.51.4 W001.28.44.64/N053.41.58.23 W001.28.26.91/N053.42.5.24 W001.28.9.38/N053.42.12.43 W001.27.52.07/N053.42.19.81 W001.27.34.96/N053.42.27.35 W001.27.18.08/N053.42.35.07 W001.27.1.41/N053.42.42.96 W001.26.44.98/N053.42.51.02 W001.26.28.77/N053.42.59.24 W001.26.12.81/N053.43.7.63 W001.25.57.09/N053.43.16.18 W001.25.41.61/N053.43.24.89 W001.25.26.39/N053.43.33.75 W001.25.11.42/N053.43.42.77 W001.24.56.72/N053.43.51.93 W001.24.42.28/N053.44.1.25 W001.24.28.11/N053.44.10.7 W001.24.14.21/N053.44.20.31 W001.24.0.6/N053.44.30.04 W001.23.47.27/N53.44.45.00 W001.23.27.00/N53.40.07.00 W001.19.37.00/N53.37.13.00 W001.48.30.00/N53.47.26.00 W001.59.13.00/N53.55.39.00 W002.09.19.00/N54.02.36.00 W001.49.00.00,85,3000,D
160,LINCOLNSHIRE CTA 1,SCOTTISH ACC,133.800,N53.28.30.00 W000.17.32.00/N53.22.04.00 E000.04.31.00/N53.17.17.00 E000.01.55.00/N53.12.22.00 E000.00.29.00/N53.12.32.00 W000.01.07.00/N53.06.18.00 W000.04.28.00/N53.11.01.00 W000.29.08.00/N53.20.07.00 W000.24.20.00/N53.28.30.00 W000.17.32.00,195,155,A
161,LINCOLNSHIRE CTA 2,SCOTTISH ACC,133.800,N53.32.25.00 W000.31.06.00/N53.28.30.00 W000.17.32.00/N53.20.07.00 W000.24.20.00/N53.11.01.00 W000.29.08.00/N53.13.43.00 W000.43.24.00/N53.23.25.00 W000.38.20.00/N53.32.25.00 W000.31.06.00,195,125,A
162,LINCOLNSHIRE CTA 3,SCOTTISH ACC,133.800,N53.36.19.00 W000.44.48.00/N53.32.25.00 W000.31.06.00/N53.23.25.00 W000.38.20.00/N53.13.43.00 W000.43.24.00/N53.19.38.00 W001.15.32.00/N53.30.59.00 W001.09.32.00/N53.31.09.00 W001.07.51.00/N53.31.19.00 W001.06.14.00/N53.26.43.00 W000.49.58.00/N53.36.19.00 W000.44.48.00,195,105,A
163,LINCOLNSHIRE CTA 4,SCOTTISH ACC,133.800,N53.41.17.00 W001.02.26.00/N53.36.19.00 W000.44.48.00/N53.26.43.00 W000.49.58.00/N53.31.19.00 W001.06.14.00/N53.31.09.00 W001.07.51.00/N53.41.17.00 W001.02.26.00,195,85,A
164,LIVERPOOL CTA 2,LIVERPOOL,119.855,N53.27.34.00 W003.03.10.00/N53.23.36.00 W003.11.10.00/N53.23.45.00 W003.16.25.00/N53.18.55.00 W003.16.47.00/N53.19.09.00 W003.22.01.00/N53.26.21.00 W003.21.07.00/N53.32.13.00 W003.14.06.00/N53.27.34.00 W003.03.10.00,3500,2000,D
165,LIVERPOOL CTA 4,LIVERPOOL,119.855,N53.23.36.00 W003.11.10.00/N53.23.09.00 W003.12.05.00/N53.14.27.00 W003.01.40.00/N53.18.55.00 W003.16.47.00/N53.23.45.00 W003.16.25.00/N53.23.36.00 W003.11.10.00,3000,2000,D
166,LONDON GATWICK CTA,LONDON GATWICK,118.950,N51.01.00.00 E000.04.58.00/N51.01.00.00 W000.25.45.00/N051.01.0.0 W000.25.45.0/N051.01.9.51 W000.25.57.98/N051.01.19.17 W000.26.10.7/N051.01.28.96 W000.26.23.15/N051.01.38.88 W000.26.35.33/N051.01.48.94 W000.26.47.23/N051.01.59.13 W000.26.58.86/N051.02.9.45 W000.27.10.2/N051.02.19.88 W000.27.21.26/N051.02.30.44 W000.27.32.02/N051.02.41.11 W000.27.42.5/N051.02.51.9 W000.27.52.68/N051.03.2.8 W000.28.2.56/N051.03.13.8 W000.28.12.14/N051.03.24.91 W000.28.21.41/N051.03.36.12 W000.28.30.38/N051.03.47.42 W000.28.39.03/N051.03.58.82 W000.28.47.37/N051.04.10.31 W000.28.55.4/N051.04.21.88 W000.29.3.11/N051.04.33.54 W000.29.10.5/N051.04.45.27 W000.29.17.56/N051.04.57.08 W000.29.24.3/N051.05.8.97 W000.29.30.71/N051.05.20.92 W000.29.36.79/N051.05.32.94 W000.29.42.54/N051.05.45.01 W000.29.47.96/N051.05.57.15 W000.29.53.04/N051.06.9.34 W000.29.57.79/N051.06.21.58 W000.30.2.2/N051.06.33.87 W000.30.6.27/N051.06.46.2 W000.30.9.99/N051.06.58.57 W000.30.13.38/N051.07.10.97 W000.30.16.42/N051.07.23.41 W000.30.19.12/N051.07.35.87 W000.30.21.48/N051.07.48.36 W000.30.23.49/N051.08.0.86 W000.30.25.15/N051.08.13.39 W000.30.26.47/N051.08.25.92 W000.30.27.43/N051.08.38.47 W000.30.28.05/N051.08.51.02 W000.30.28.33/N051.09.3.57 W000.30.28.25/N051.09.16.12 W000.30.27.83/N051.09.28.66 W000.30.27.05/N051.09.41.19 W000.30.25.93/N051.09.53.71 W000.30.24.46/N051.10.6.21 W000.30.22.65/N051.10.18.68 W000.30.20.48/N051.10.31.13 W000.30.17.97/N051.10.43.56 W000.30.15.12/N051.10.55.95 W000.30.11.92/N051.11.8.3 W000.30.8.38/N51.11.24.00 W000.30.03.00/N51.16.18.00 E000.05.33.00/N051.16.18.0 E000.05.33.0/N051.16.6.76 E000.05.45.19/N051.15.55.38 E000.05.57.06/N051.15.43.88 E000.06.8.62/N051.15.32.25 E000.06.19.85/N051.15.20.5 E000.06.30.75/N051.15.8.64 E000.06.41.33/N051.14.56.65 E000.06.51.57/N051.14.44.56 E000.07.1.47/N051.14.32.36 E000.07.11.04/N051.14.20.06 E000.07.20.26/N051.14.7.66 E000.07.29.14/N051.13.55.16 E000.07.37.67/N051.13.42.57 E000.07.45.85/N051.13.29.9 E000.07.53.68/N051.13.17.14 E000.08.1.16/N051.13.4.3 E000.08.8.27/N051.12.51.38 E000.08.15.03/N051.12.38.39 E000.08.21.43/N051.12.25.33 E000.08.27.47/N051.12.12.21 E000.08.33.14/N051.11.59.03 E000.08.38.44/N051.11.45.79 E000.08.43.37/N051.11.32.5 E000.08.47.94/N051.11.19.16 E000.08.52.14/N051.11.5.78 E000.08.55.96/N051.10.52.36 E000.08.59.41/N051.10.38.9 E000.09.2.49/N051.10.25.41 E000.09.5.19/N051.10.11.89 E000.09.7.52/N051.09.58.35 E000.09.9.47/N051.09.44.79 E000.09.11.05/N051.09.31.21 E000.09.12.25/N051.09.17.63 E000.09.13.07/N051.09.4.03 E000.09.13.51/N051.08.50.44 E000.09.13.58/N051.08.36.84 E000.09.13.27/N051.08.23.25 E000.09.12.58/N051.08.9.67 E000.09.11.52/N051.07.56.1 E000.09.10.08/N051.07.42.55 E000.09.8.26/N051.07.29.03 E000.09.6.07/N051.07.15.53 E000.09.3.51/N051.07.2.06 E000.09.0.57/N051.06.48.62 E000.08.57.25/N051.06.35.22 E000.08.53.57/N051.06.21.87 E000.08.49.52/N051.06.8.56 E000.08.45.09/N051.05.55.3 E000.08.40.3/N051.05.42.1 E000.08.35.15/N051.05.28.95 E000.08.29.63/N051.05.15.87 E000.08.23.74/N051.05.2.86 E000.08.17.5/N051.04.49.91 E000.08.10.9/N051.04.37.04 E000.08.3.94/N051.04.24.25 E000.07.56.63/N051.04.11.54 E000.07.48.96/N051.03.58.91 E000.07.40.95/N051.03.46.38 E000.07.32.58/N051.03.33.94 E000.07.23.88/N051.03.21.59 E000.07.14.83/N051.03.9.35 E000.07.5.44/N051.02.57.21 E000.06.55.71/N051.02.45.19 E000.06.45.66/N051.02.33.27 E000.06.35.27/N051.02.21.47 E000.06.24.56/N051.02.9.79 E000.06.13.52/N051.01.58.23 E000.06.2.16/N051.01.46.8 E000.05.50.49/N051.01.35.5 E000.05.38.5/N051.01.24.33 E000.05.26.2/N051.01.13.3 E000.05.13.6/N51.01.00.00 E000.04.58.00,2500,1500,D
167,LONDON LUTON CTA 1,LONDON LUTON,128.750,N51.58.57.00 W000.14.34.00/N52.01.27.00 E000.00.00.00/N51.51.46.00 W000.00.06.00/N51.51.02.00 W000.00.30.00/N51.48.30.00 W000.15.06.00/N51.50.42.00 W000.09.31.00/N051.50.42.0 W000.09.31.0/N051.50.50.17 W000.09.28.08/N051.50.58.37 W000.09.25.39/N051.51.6.61 W000.09.22.93/N051.51.14.86 W000.09.20.71/N051.51.23.14 W000.09.18.72/N051.51.31.44 W000.09.16.96/N051.51.39.75 W000.09.15.43/N051.51.48.09 W000.09.14.14/N051.51.56.43 W000.09.13.09/N051.52.4.78 W000.09.12.27/N051.52.13.15 W000.09.11.68/N051.52.21.51 W000.09.11.33/N051.52.29.88 W000.09.11.22/N051.52.38.25 W000.09.11.34/N051.52.46.62 W000.09.11.7/N051.52.54.98 W000.09.12.3/N051.53.3.34 W000.09.13.13/N051.53.11.68 W000.09.14.19/N051.53.20.01 W000.09.15.49/N051.53.28.33 W000.09.17.03/N051.53.36.62 W000.09.18.8/N051.53.44.9 W000.09.20.81/N051.53.53.16 W000.09.23.05/N051.54.1.39 W000.09.25.52/N051.54.9.59 W000.09.28.22/N051.54.17.76 W000.09.31.15/N051.54.25.89 W000.09.34.32/N051.54.34.0 W000.09.37.71/N051.54.42.06 W000.09.41.34/N051.54.50.09 W000.09.45.19/N051.54.58.07 W000.09.49.26/N051.55.6.0 W000.09.53.56/N051.55.13.89 W000.09.58.09/N051.55.21.73 W000.10.2.84/N051.55.29.51 W000.10.7.8/N051.55.37.25 W000.10.12.99/N051.55.44.92 W000.10.18.4/N051.55.52.53 W000.10.24.02/N051.56.0.08 W000.10.29.86/N051.56.7.57 W000.10.35.91/N051.56.14.99 W000.10.42.17/N051.56.22.35 W000.10.48.64/N051.56.29.63 W000.10.55.32/N051.56.36.84 W000.11.2.2/N051.56.43.97 W000.11.9.28/N051.56.51.02 W000.11.16.57/N051.56.58.0 W000.11.24.06/N051.57.4.89 W000.11.31.74/N051.57.11.7 W000.11.39.61/N051.57.18.43 W000.11.47.68/N051.57.25.06 W000.11.55.94/N051.57.31.61 W000.12.4.38/N051.57.38.06 W000.12.13.01/N051.57.44.42 W000.12.21.82/N051.57.50.68 W000.12.30.81/N051.57.56.84 W000.12.39.98/N051.58.2.91 W000.12.49.31/N051.58.8.87 W000.12.58.82/N051.58.14.73 W000.13.8.5/N051.58.20.48 W000.13.18.34/N051.58.26.13 W000.13.28.35/N051.58.31.67 W000.13.38.51/N051.58.37.09 W000.13.48.83/N051.58.42.41 W000.13.59.3/N051.58.47.61 W000.14.9.92/N051.58.52.69 W000.14.20.68/N51.58.57.00 W000.14.34.00,3500,2500,D
168,LONDON STANSTED CTA 1,LONDON LUTON,128.750,N51.54.16.00 E000.26.53.00/N051.54.16.0 E000.26.53.0/N051.54.24.27 E000.26.50.93/N051.54.32.52 E000.26.48.62/N051.54.40.75 E000.26.46.08/N051.54.48.94 E000.26.43.31/N051.54.57.1 E000.26.40.31/N051.55.5.23 E000.26.37.08/N051.55.13.33 E000.26.33.62/N051.55.21.38 E000.26.29.93/N051.55.29.4 E000.26.26.01/N051.55.37.37 E000.26.21.87/N051.55.45.29 E000.26.17.5/N051.55.53.17 E000.26.12.91/N051.56.0.99 E000.26.8.1/N051.56.8.76 E000.26.3.07/N051.56.16.48 E000.25.57.81/N051.56.24.14 E000.25.52.34/N051.56.31.74 E000.25.46.66/N051.56.39.27 E000.25.40.76/N051.56.46.74 E000.25.34.64/N051.56.54.15 E000.25.28.32/N051.57.1.48 E000.25.21.79/N051.57.8.74 E000.25.15.05/N051.57.15.93 E000.25.8.11/N051.57.23.05 E000.25.0.96/N051.57.30.08 E000.24.53.61/N051.57.37.03 E000.24.46.07/N051.57.43.9 E000.24.38.33/N051.57.50.69 E000.24.30.39/N051.57.57.39 E000.24.22.27/N051.58.4.0 E000.24.13.95/N051.58.10.52 E000.24.5.45/N051.58.16.95 E000.23.56.77/N051.58.23.28 E000.23.47.9/N051.58.29.52 E000.23.38.86/N051.58.35.66 E000.23.29.64/N051.58.41.69 E000.23.20.25/N051.58.47.63 E000.23.10.69/N051.58.53.46 E000.23.0.96/N051.58.59.18 E000.22.51.06/N051.59.4.8 E000.22.41.01/N051.59.10.31 E000.22.30.8/N051.59.15.7 E000.22.20.43/N051.59.20.99 E000.22.9.91/N051.59.26.16 E000.21.59.25/N051.59.31.21 E000.21.48.44/N051.59.36.14 E000.21.37.48/N051.59.40.96 E000.21.26.39/N051.59.45.66 E000.21.15.16/N051.59.50.23 E000.21.3.8/N051.59.54.68 E000.20.52.32/N051.59.59.01 E000.20.40.7/N052.00.3.21 E000.20.28.97/N052.00.7.28 E000.20.17.12/N052.00.11.22 E000.20.5.16/N052.00.15.04 E000.19.53.08/N052.00.18.72 E000.19.40.9/N052.00.22.27 E000.19.28.62/N052.00.25.69 E000.19.16.23/N052.00.28.97 E000.19.3.75/N052.00.32.12 E000.18.51.18/N052.00.35.13 E000.18.38.53/N052.00.38.01 E000.18.25.79/N052.00.40.74 E000.18.12.96/N052.00.43.34 E000.18.0.07/N052.00.45.8 E000.17.47.1/N052.00.48.12 E000.17.34.06/N052.00.50.29 E000.17.20.96/N052.00.52.33 E000.17.7.8/N052.00.54.22 E000.16.54.58/N052.00.55.97 E000.16.41.32/N052.00.57.57 E000.16.28.0/N052.00.59.04 E000.16.14.64/N052.01.0.35 E000.16.1.24/N052.01.1.52 E000.15.47.81/N052.01.2.55 E000.15.34.34/N052.01.3.43 E000.15.20.85/N052.01.4.17 E000.15.7.33/N52.01.04.00 E000.15.03.00/N52.05.17.00 E000.21.24.00/N052.05.17.0 E000.21.24.0/N052.05.12.16 E000.21.44.64/N052.05.7.09 E000.22.5.13/N052.05.1.81 E000.22.25.48/N052.04.56.31 E000.22.45.67/N052.04.50.58 E000.23.5.7/N052.04.44.65 E000.23.25.56/N052.04.38.5 E000.23.45.26/N052.04.32.14 E000.24.4.77/N052.04.25.57 E000.24.24.1/N052.04.18.79 E000.24.43.24/N052.04.11.8 E000.25.2.18/N052.04.4.61 E000.25.20.92/N052.03.57.22 E000.25.39.45/N052.03.49.64 E000.25.57.77/N052.03.41.85 E000.26.15.87/N052.03.33.87 E000.26.33.74/N052.03.25.7 E000.26.51.38/N052.03.17.34 E000.27.8.79/N052.03.8.79 E000.27.25.95/N052.03.0.06 E000.27.42.87/N052.02.51.15 E000.27.59.54/N052.02.42.06 E000.28.15.95/N052.02.32.79 E000.28.32.1/N052.02.23.35 E000.28.47.98/N052.02.13.74 E000.29.3.59/N052.02.3.96 E000.29.18.93/N052.01.54.02 E000.29.33.98/N052.01.43.92 E000.29.48.75/N052.01.33.66 E000.30.3.23/N052.01.23.24 E000.30.17.42/N052.01.12.68 E000.30.31.3/N052.01.1.96 E000.30.44.88/N052.00.51.1 E000.30.58.16/N052.00.40.1 E000.31.11.13/N052.00.28.96 E000.31.23.78/N052.00.17.68 E000.31.36.11/N052.00.6.28 E000.31.48.12/N051.59.54.74 E000.31.59.8/N051.59.43.08 E000.32.11.15/N051.59.31.3 E000.32.22.17/N051.59.19.41 E000.32.32.86/N051.59.7.4 E000.32.43.2/N051.58.55.27 E000.32.53.2/N051.58.43.05 E000.33.2.86/N51.58.28.00 E000.33.14.00/N51.54.16.00 E000.26.53.00,3500,1500,D
169,LONDON STANSTED CTA 2,LONDON STANSTED,120.625,N51.45.08.00 E000.13.09.00/N51.40.55.00 E000.06.52.00/N051.40.55.0 E000.06.52.0/N051.40.59.8 E000.06.31.54/N051.41.4.82 E000.06.11.21/N051.41.10.05 E000.05.51.02/N051.41.15.51 E000.05.30.99/N051.41.21.18 E000.05.11.11/N051.41.27.06 E000.04.51.39/N051.41.33.16 E000.04.31.83/N051.41.39.47 E000.04.12.45/N051.41.45.98 E000.03.53.25/N051.41.52.7 E000.03.34.23/N051.41.59.63 E000.03.15.4/N051.42.6.75 E000.02.56.77/N051.42.14.08 E000.02.38.34/N051.42.21.61 E000.02.20.11/N051.42.29.33 E000.02.2.1/N051.42.37.25 E000.01.44.31/N051.42.45.35 E000.01.26.74/N051.42.53.65 E000.01.9.4/N051.43.2.13 E000.00.52.29/N051.43.10.79 E000.00.35.42/N051.43.19.64 E000.00.18.8/N051.43.28.66 E000.00.2.42/N051.43.37.86 W000.00.13.7/N051.43.47.23 W000.00.29.56/N051.43.56.77 W000.00.45.16/N051.44.6.48 W000.01.0.49/N051.44.16.35 W000.01.15.54/N051.44.26.38 W000.01.30.32/N051.44.36.58 W000.01.44.82/N051.44.46.92 W000.01.59.03/N051.44.57.42 W000.02.12.94/N051.45.8.07 W000.02.26.56/N051.45.18.86 W000.02.39.89/N051.45.29.79 W000.02.52.9/N051.45.40.87 W000.03.5.61/N51.45.50.00 W000.03.16.00/N51.51.46.00 W000.00.06.00/N51.51.55.00 E000.01.20.00/N051.51.55.0 E000.01.20.0/N051.51.46.74 E000.01.22.14/N051.51.38.5 E000.01.24.51/N051.51.30.29 E000.01.27.11/N051.51.22.11 E000.01.29.94/N051.51.13.96 E000.01.33.0/N051.51.5.84 E000.01.36.29/N051.50.57.77 E000.01.39.81/N051.50.49.73 E000.01.43.56/N051.50.41.73 E000.01.47.53/N051.50.33.77 E000.01.51.72/N051.50.25.87 E000.01.56.14/N051.50.18.01 E000.02.0.78/N051.50.10.2 E000.02.5.64/N051.50.2.45 E000.02.10.72/N051.49.54.75 E000.02.16.02/N051.49.47.11 E000.02.21.53/N051.49.39.54 E000.02.27.26/N051.49.32.02 E000.02.33.19/N051.49.24.57 E000.02.39.34/N051.49.17.19 E000.02.45.7/N051.49.9.88 E000.02.52.26/N051.49.2.64 E000.02.59.03/N051.48.55.47 E000.03.6.0/N051.48.48.38 E000.03.13.17/N051.48.41.37 E000.03.20.53/N051.48.34.44 E000.03.28.1/N051.48.27.59 E000.03.35.85/N051.48.20.83 E000.03.43.8/N051.48.14.15 E000.03.51.93/N051.48.7.56 E000.04.0.26/N051.48.1.07 E000.04.8.76/N051.47.54.66 E000.04.17.45/N051.47.48.35 E000.04.26.31/N051.47.42.14 E000.04.35.35/N051.47.36.03 E000.04.44.56/N051.47.30.01 E000.04.53.95/N051.47.24.1 E000.05.3.5/N051.47.18.29 E000.05.13.21/N051.47.12.59 E000.05.23.08/N051.47.7.0 E000.05.33.12/N051.47.1.52 E000.05.43.31/N051.46.56.14 E000.05.53.65/N051.46.50.88 E000.06.4.14/N051.46.45.73 E000.06.14.77/N051.46.40.7 E000.06.25.55/N051.46.35.79 E000.06.36.47/N051.46.30.99 E000.06.47.52/N051.46.26.32 E000.06.58.71/N051.46.21.76 E000.07.10.02/N051.46.17.33 E000.07.21.46/N051.46.13.02 E000.07.33.02/N051.46.8.84 E000.07.44.71/N051.46.4.79 E000.07.56.5/N051.46.0.86 E000.08.8.41/N051.45.57.06 E000.08.20.43/N051.45.53.4 E000.08.32.55/N051.45.49.86 E000.08.44.77/N051.45.46.46 E000.08.57.09/N051.45.43.19 E000.09.9.5/N051.45.40.05 E000.09.22.01/N051.45.37.05 E000.09.34.59/N051.45.34.19 E000.09.47.26/N051.45.31.46 E000.10.0.01/N051.45.28.88 E000.10.12.83/N051.45.26.43 E000.10.25.73/N051.45.24.12 E000.10.38.68/N051.45.21.95 E000.10.51.71/N051.45.19.92 E000.11.4.79/N051.45.18.04 E000.11.17.92/N051.45.16.29 E000.11.31.11/N051.45.14.69 E000.11.44.34/N051.45.13.23 E000.11.57.62/N051.45.11.92 E000.12.10.93/N051.45.10.75 E000.12.24.28/N051.45.9.72 E000.12.37.66/N051.45.8.84 E000.12.51.07/N051.45.8.1 E000.13.4.5/N51.45.08.00 E000.13.09.00,2500,1500,D
